"","PERC_N.11.comps"
"Wave_2342",-0.321335401690375
"Wave_2343",-0.579022630560357
"Wave_2344",-0.722760549450286
"Wave_2345",-1.41834886073316
"Wave_2346",-2.00877938016669
"Wave_2347",-2.20918988782515
"Wave_2348",-2.34568953553969
"Wave_2349",-1.96344249758061
"Wave_2350",-1.92885429305412
"Wave_2351",-2.41880470393056
"Wave_2352",-2.60619182001387
"Wave_2353",-2.80752238135968
"Wave_2354",-2.77275292265306
"Wave_2355",-2.51728383269369
"Wave_2356",-2.64479757934129
"Wave_2357",-2.81600857643753
"Wave_2358",-2.98782135098148
"Wave_2359",-3.01647283118006
"Wave_2360",-2.61139819519736
"Wave_2361",-2.6170758774551
"Wave_2362",-2.54862124920742
"Wave_2363",-2.19870518174512
"Wave_2364",-2.54923413497753
"Wave_2365",-2.64184942948768
"Wave_2366",-2.18214798279182
"Wave_2367",-1.97079777255591
"Wave_2368",-2.0059428548679
"Wave_2369",-1.9288894391795
"Wave_2370",-1.43437073130352
"Wave_2371",-1.4847256871496
"Wave_2372",-1.6509017682382
"Wave_2373",-1.00056808791151
"Wave_2374",-0.491286389684069
"Wave_2375",-0.196656331458302
"Wave_2376",0.0623322303936313
"Wave_2377",-0.0548649749834194
"Wave_2378",-0.126290403738792
"Wave_2379",0.0796173188868383
"Wave_2380",0.39198604549292
"Wave_2381",0.522645986662629
"Wave_2382",0.787790995206227
"Wave_2383",1.27099095395675
"Wave_2384",1.43341693143348
"Wave_2385",1.37240391285576
"Wave_2386",1.44829530108567
"Wave_2387",1.80753542487081
"Wave_2388",2.16066699973881
"Wave_2389",2.28774242353134
"Wave_2390",2.39483580726727
"Wave_2391",2.55383689669415
"Wave_2392",2.63969011738859
"Wave_2393",2.94310270560554
"Wave_2394",3.01504898403407
"Wave_2395",2.61180711097723
"Wave_2396",2.59236265599553
"Wave_2397",2.44815744251156
"Wave_2398",2.081704461834
"Wave_2399",2.53469512492122
"Wave_2400",2.94440099474467
